Número de póliza,Fecha de inicio,Fecha de vencimiento,Tipo de cobertura,Modelo del coche,Año del coche,Valor asegurado,Deducible,Estado del seguro,Gastos médicos,Daños a terceros
P000004195,2025-01-31,2026-01-31,Cobertura de robo,Honda Civic,2011,37566,700,Vencido,0,1
P000004196,2020-10-08,2021-10-08,Cobertura de colisión,Honda Civic,2020,28943,700,Al día,0,0
P000004197,2022-07-30,2023-07-30,Cobertura de robo,Ford Focus,2013,36203,600,Al día,0,0
P000004198,2024-03-29,2025-03-29,Responsabilidad civil,Kia Forte,2013,29554,500,Al día,1,1
P000004199,2024-04-27,2025-04-27,Responsabilidad civil,Honda Civic,2010,49367,700,Vencido,1,1
P000004200,2021-06-25,2022-06-25,Cobertura amplia,Kia Forte,2010,42674,500,Vencido,1,1
P000004201,2021-03-20,2022-03-20,Cobertura amplia,Volkswagen Jetta,2015,29754,700,Al día,0,0
P000004202,2020-03-08,2021-03-08,Cobertura de colisión,Chevrolet Cruze,2010,18015,600,Vencido,1,0
P000004203,2022-04-08,2023-04-08,Responsabilidad civil,Nissan Sentra,2015,49231,600,Al día,1,1
P000004204,2025-11-11,2026-11-11,Cobertura de robo,Kia Forte,2010,24794,600,Vencido,1,1
P000004205,2025-08-27,2026-08-27,Cobertura de robo,Honda Civic,2019,25823,600,Al día,1,0
P000004206,2024-09-15,2025-09-15,Responsabilidad civil,Hyundai Elantra,2011,19394,600,Vencido,0,0
P000004207,2021-09-04,2022-09-04,Cobertura amplia,Nissan Sentra,2013,21715,600,Vencido,1,1
P000004208,2021-01-29,2022-01-29,Cobertura total,Ford Focus,2022,21990,700,Al día,0,0
P000004209,2021-12-27,2022-12-27,Cobertura de colisión,Nissan Sentra,2018,27350,700,Vencido,0,0
P000004210,2025-05-03,2026-05-03,Cobertura de robo,Toyota Corolla,2021,49282,500,Al día,1,0
P000004211,2020-06-08,2021-06-08,Cobertura amplia,Hyundai Elantra,2019,12862,600,Vencido,1,1
P000004212,2025-12-16,2026-12-16,Cobertura de robo,Honda Civic,2021,35323,500,Al día,1,1
P000004213,2025-08-23,2026-08-23,Cobertura de robo,Chevrolet Cruze,2019,15424,600,Vencido,0,0
P000004214,2021-04-26,2022-04-26,Cobertura amplia,Ford Focus,2021,37834,700,Al día,1,1
P000004215,2021-01-16,2022-01-16,Cobertura total,Toyota Corolla,2011,32487,500,Al día,0,1
P000004216,2025-05-29,2026-05-29,Cobertura de robo,Nissan Sentra,2017,30089,600,Vencido,0,0
P000004217,2021-06-17,2022-06-17,Cobertura de colisión,Honda Civic,2012,34890,600,Vencido,0,0
P000004218,2020-01-05,2021-01-04,Cobertura de colisión,Volkswagen Jetta,2022,14236,600,Al día,0,1
P000004219,2024-11-02,2025-11-02,Cobertura de colisión,Toyota Corolla,2013,44031,700,Al día,1,0
P000004220,2025-11-08,2026-11-08,Cobertura total,Toyota Corolla,2019,17882,600,Al día,1,1
P000004221,2024-09-19,2025-09-19,Responsabilidad civil,Mazda 3,2015,41047,600,Vencido,1,1
P000004222,2024-02-26,2025-02-25,Responsabilidad civil,Honda Civic,2020,29972,500,Al día,0,0
P000004223,2020-06-26,2021-06-26,Cobertura de colisión,Hyundai Elantra,2017,47032,600,Al día,0,0
P000004224,2025-12-10,2026-12-10,Cobertura total,Honda Civic,2017,31254,700,Vencido,0,0
P000004225,2024-10-23,2025-10-23,Cobertura de colisión,Volkswagen Jetta,2012,40376,700,Vencido,1,1
P000004226,2022-07-28,2023-07-28,Cobertura de robo,Kia Forte,2018,22185,700,Al día,0,1
P000004227,2025-05-28,2026-05-28,Cobertura amplia,Volkswagen Jetta,2018,16521,500,Vencido,1,1
P000004228,2024-04-10,2025-04-10,Cobertura amplia,Toyota Corolla,2021,18646,600,Al día,0,0
P000004229,2023-12-06,2024-12-05,Responsabilidad civil,Ford Focus,2015,21396,700,Al día,1,0
P000004230,2021-02-04,2022-02-04,Cobertura total,Ford Focus,2013,30556,600,Al día,1,0
P000004231,2024-10-08,2025-10-08,Cobertura de robo,Honda Civic,2017,47332,700,Al día,0,0
P000004232,2021-07-02,2022-07-02,Cobertura de robo,Volkswagen Jetta,2013,24917,500,Al día,0,1
P000004233,2022-11-08,2023-11-08,Responsabilidad civil,Honda Civic,2017,17800,600,Vencido,0,0
P000004234,2025-05-08,2026-05-08,Cobertura de robo,Honda Civic,2011,20500,700,Al día,1,1
P000004235,2022-08-10,2023-08-10,Cobertura amplia,Toyota Corolla,2011,36771,500,Vencido,1,1
P000004236,2020-12-09,2021-12-09,Cobertura amplia,Toyota Corolla,2017,16055,700,Vencido,1,0
P000004237,2023-03-06,2024-03-05,Cobertura de colisión,Toyota Corolla,2017,27259,700,Al día,0,0
P000004238,2024-07-31,2025-07-31,Cobertura total,Ford Focus,2013,37598,700,Vencido,0,1
P000004239,2022-11-21,2023-11-21,Responsabilidad civil,Kia Forte,2012,33065,700,Vencido,1,0
P000004240,2022-02-13,2023-02-13,Cobertura amplia,Volkswagen Jetta,2013,19816,700,Al día,1,0
P000004241,2020-01-23,2021-01-22,Cobertura total,Toyota Corolla,2016,40432,500,Al día,0,0
P000004242,2020-01-30,2021-01-29,Cobertura de robo,Honda Civic,2012,17662,500,Al día,0,1
P000004243,2025-11-10,2026-11-10,Cobertura de colisión,Subaru Impreza,2011,46973,600,Al día,0,1
P000004244,2021-04-27,2022-04-27,Cobertura amplia,Subaru Impreza,2019,46943,500,Al día,0,1
P000004245,2025-10-29,2026-10-29,Cobertura total,Hyundai Elantra,2021,49028,700,Vencido,1,0
P000004246,2020-01-30,2021-01-29,Cobertura de robo,Volkswagen Jetta,2016,18052,600,Al día,0,1
P000004247,2024-03-16,2025-03-16,Cobertura de robo,Kia Forte,2019,49595,600,Al día,0,0
P000004248,2022-04-21,2023-04-21,Cobertura de robo,Hyundai Elantra,2011,17712,500,Al día,1,0
P000004249,2023-07-17,2024-07-16,Cobertura de robo,Mazda 3,2011,21762,500,Vencido,0,0
P000004250,2024-08-01,2025-08-01,Responsabilidad civil,Kia Forte,2019,11861,600,Al día,1,1
P000004251,2024-01-23,2025-01-22,Cobertura de colisión,Toyota Corolla,2012,38486,600,Al día,1,0
P000004252,2021-03-12,2022-03-12,Cobertura de robo,Honda Civic,2020,38922,700,Al día,1,1
P000004253,2021-09-25,2022-09-25,Cobertura de colisión,Toyota Corolla,2013,41339,600,Vencido,1,0
P000004254,2024-10-11,2025-10-11,Cobertura total,Honda Civic,2016,46935,600,Al día,0,1
P000004255,2022-11-04,2023-11-04,Cobertura total,Hyundai Elantra,2010,16540,700,Vencido,0,1
P000004256,2022-12-06,2023-12-06,Cobertura de colisión,Chevrolet Cruze,2021,38609,600,Al día,1,1
P000004257,2024-09-30,2025-09-30,Cobertura de colisión,Ford Focus,2012,11422,500,Al día,0,1
P000004258,2024-02-06,2025-02-05,Cobertura total,Toyota Corolla,2015,38065,600,Vencido,0,0
P000004259,2023-02-02,2024-02-02,Responsabilidad civil,Hyundai Elantra,2012,31613,600,Al día,1,1
P000004260,2024-06-15,2025-06-15,Cobertura de robo,Toyota Corolla,2018,30918,500,Al día,1,0
P000004261,2022-04-14,2023-04-14,Cobertura de robo,Chevrolet Cruze,2021,26146,500,Al día,0,0
P000004262,2024-08-19,2025-08-19,Responsabilidad civil,Hyundai Elantra,2017,35436,700,Al día,1,0
P000004263,2025-05-30,2026-05-30,Cobertura de robo,Mazda 3,2021,39368,700,Vencido,1,0
P000004264,2022-01-02,2023-01-02,Cobertura total,Volkswagen Jetta,2022,41941,500,Al día,1,0
P000004265,2024-02-25,2025-02-24,Responsabilidad civil,Honda Civic,2021,47787,700,Vencido,0,1
P000004266,2025-06-04,2026-06-04,Cobertura amplia,Ford Focus,2015,28722,600,Al día,1,1
P000004267,2022-11-05,2023-11-05,Cobertura de robo,Chevrolet Cruze,2018,13452,600,Vencido,0,0
P000004268,2023-06-10,2024-06-09,Cobertura amplia,Kia Forte,2018,38504,700,Vencido,0,1
P000004269,2023-11-11,2024-11-10,Cobertura total,Honda Civic,2013,14537,700,Vencido,0,1
P000004270,2024-06-18,2025-06-18,Cobertura de robo,Nissan Sentra,2021,39845,600,Vencido,1,0
P000004271,2021-07-19,2022-07-19,Cobertura de colisión,Ford Focus,2011,12378,600,Al día,1,1
P000004272,2021-05-02,2022-05-02,Cobertura amplia,Nissan Sentra,2015,33982,700,Vencido,1,1
P000004273,2022-07-30,2023-07-30,Cobertura de robo,Kia Forte,2017,31458,600,Vencido,1,0
P000004274,2025-01-03,2026-01-03,Cobertura amplia,Ford Focus,2012,21669,600,Vencido,0,0
P000004275,2021-10-24,2022-10-24,Cobertura de robo,Hyundai Elantra,2011,47109,600,Vencido,1,0
P000004276,2021-02-14,2022-02-14,Responsabilidad civil,Volkswagen Jetta,2013,13021,500,Al día,1,0
P000004277,2022-05-28,2023-05-28,Cobertura de colisión,Volkswagen Jetta,2010,14372,700,Al día,1,0
P000004278,2025-09-13,2026-09-13,Cobertura amplia,Subaru Impreza,2018,14768,500,Vencido,1,0
P000004279,2024-06-28,2025-06-28,Cobertura de colisión,Nissan Sentra,2017,29768,600,Al día,1,1
P000004280,2023-10-18,2024-10-17,Cobertura amplia,Honda Civic,2019,13134,500,Al día,1,1
P000004281,2020-08-01,2021-08-01,Cobertura total,Toyota Corolla,2017,44973,500,Vencido,1,0
P000004282,2021-10-20,2022-10-20,Responsabilidad civil,Subaru Impreza,2011,41450,600,Al día,1,0
P000004283,2024-05-12,2025-05-12,Cobertura total,Volkswagen Jetta,2015,24566,500,Al día,1,0
P000004284,2020-01-22,2021-01-21,Cobertura de colisión,Honda Civic,2020,14697,700,Al día,0,1
P000004285,2021-01-08,2022-01-08,Cobertura total,Mazda 3,2015,10779,600,Al día,0,0
P000004286,2021-08-18,2022-08-18,Cobertura de robo,Chevrolet Cruze,2013,17128,700,Al día,0,0
P000004287,2025-04-15,2026-04-15,Cobertura total,Toyota Corolla,2013,42011,500,Vencido,1,1
P000004288,2024-11-18,2025-11-18,Responsabilidad civil,Honda Civic,2014,25574,700,Vencido,0,1
P000004289,2020-12-27,2021-12-27,Cobertura amplia,Kia Forte,2013,18723,700,Al día,1,0
P000004290,2020-09-19,2021-09-19,Responsabilidad civil,Ford Focus,2019,31425,700,Vencido,1,0
P000004291,2022-12-13,2023-12-13,Cobertura amplia,Mazda 3,2012,47088,500,Vencido,0,0
P000004292,2022-06-27,2023-06-27,Cobertura de robo,Hyundai Elantra,2021,33365,500,Al día,1,1
P000004293,2024-02-27,2025-02-26,Cobertura de colisión,Chevrolet Cruze,2013,31790,600,Al día,0,0
P000004294,2020-11-23,2021-11-23,Cobertura de robo,Ford Focus,2021,18848,600,Al día,1,0
P000004295,2020-06-03,2021-06-03,Cobertura total,Subaru Impreza,2019,13327,700,Al día,1,0
P000004296,2024-04-23,2025-04-23,Cobertura de colisión,Chevrolet Cruze,2018,32378,600,Vencido,0,1
P000004297,2024-06-29,2025-06-29,Cobertura de robo,Toyota Corolla,2015,45677,700,Al día,1,0
P000004298,2025-11-04,2026-11-04,Cobertura de colisión,Toyota Corolla,2013,18669,500,Al día,0,0
P000004299,2023-03-19,2024-03-18,Cobertura amplia,Toyota Corolla,2015,15949,700,Vencido,0,0
P000004300,2020-08-23,2021-08-23,Cobertura amplia,Volkswagen Jetta,2016,41159,700,Al día,1,0
P000004301,2021-12-18,2022-12-18,Cobertura total,Chevrolet Cruze,2017,10994,600,Al día,0,1
P000004302,2025-07-17,2026-07-17,Cobertura de colisión,Kia Forte,2011,16708,700,Al día,1,0
P000004303,2024-12-03,2025-12-03,Cobertura de colisión,Ford Focus,2021,20729,600,Vencido,0,1
P000004304,2020-02-13,2021-02-12,Cobertura de colisión,Toyota Corolla,2014,10360,700,Vencido,0,1
P000004305,2022-04-06,2023-04-06,Cobertura amplia,Ford Focus,2018,39574,700,Al día,1,0
P000004306,2025-10-23,2026-10-23,Cobertura de robo,Honda Civic,2019,21157,700,Vencido,0,0
P000004307,2023-03-17,2024-03-16,Responsabilidad civil,Subaru Impreza,2022,44230,600,Vencido,1,0
P000004308,2022-03-08,2023-03-08,Responsabilidad civil,Volkswagen Jetta,2020,11240,700,Vencido,0,0
P000004309,2020-05-17,2021-05-17,Cobertura de colisión,Chevrolet Cruze,2016,18907,700,Al día,0,1
P000004310,2025-09-22,2026-09-22,Cobertura total,Toyota Corolla,2014,49299,600,Al día,0,1
P000004311,2025-10-13,2026-10-13,Cobertura total,Ford Focus,2022,20935,600,Al día,0,1
P000004312,2022-08-06,2023-08-06,Cobertura de robo,Chevrolet Cruze,2010,33735,500,Vencido,0,1
P000004313,2021-11-25,2022-11-25,Cobertura total,Toyota Corolla,2019,27362,700,Al día,1,0
P000004314,2020-05-27,2021-05-27,Cobertura de colisión,Ford Focus,2018,44622,500,Al día,1,1
P000004315,2024-01-13,2025-01-12,Cobertura de robo,Toyota Corolla,2020,44576,700,Al día,0,1
P000004316,2022-09-06,2023-09-06,Cobertura de robo,Volkswagen Jetta,2019,25565,600,Al día,0,1
P000004317,2020-01-02,2021-01-01,Cobertura amplia,Chevrolet Cruze,2014,39620,700,Al día,1,0
P000004318,2021-10-06,2022-10-06,Cobertura amplia,Chevrolet Cruze,2013,47548,500,Vencido,1,0
P000004319,2020-12-21,2021-12-21,Cobertura de robo,Honda Civic,2011,46958,700,Al día,1,0
P000004320,2023-02-04,2024-02-04,Cobertura de colisión,Honda Civic,2022,41598,500,Al día,1,1
P000004321,2024-06-24,2025-06-24,Cobertura total,Hyundai Elantra,2014,28052,600,Vencido,0,1
P000004322,2023-12-17,2024-12-16,Cobertura de robo,Nissan Sentra,2022,31717,700,Al día,0,0
P000004323,2024-06-06,2025-06-06,Cobertura de robo,Subaru Impreza,2017,23600,700,Vencido,0,0
P000004324,2024-07-18,2025-07-18,Responsabilidad civil,Hyundai Elantra,2012,17729,700,Al día,1,0
P000004325,2022-03-31,2023-03-31,Cobertura de robo,Toyota Corolla,2018,36697,600,Vencido,0,1
P000004326,2025-10-21,2026-10-21,Cobertura de colisión,Toyota Corolla,2010,26909,500,Vencido,0,1
P000004327,2020-03-03,2021-03-03,Cobertura amplia,Chevrolet Cruze,2021,36744,500,Vencido,0,0
P000004328,2020-10-08,2021-10-08,Cobertura de robo,Subaru Impreza,2017,35708,600,Vencido,1,0
P000004329,2021-01-04,2022-01-04,Responsabilidad civil,Hyundai Elantra,2011,28464,600,Vencido,1,0
P000004330,2023-03-11,2024-03-10,Cobertura de robo,Hyundai Elantra,2013,33221,500,Al día,1,1
P000004331,2023-11-26,2024-11-25,Responsabilidad civil,Hyundai Elantra,2015,43134,600,Al día,0,0
P000004332,2023-11-24,2024-11-23,Cobertura de colisión,Hyundai Elantra,2016,43014,500,Al día,1,1
P000004333,2023-02-06,2024-02-06,Cobertura amplia,Honda Civic,2011,46150,600,Vencido,0,0
P000004334,2022-07-15,2023-07-15,Cobertura de robo,Kia Forte,2018,24973,700,Al día,0,0
P000004335,2022-03-07,2023-03-07,Cobertura de robo,Chevrolet Cruze,2011,32674,700,Vencido,1,1
P000004336,2025-02-05,2026-02-05,Cobertura de colisión,Kia Forte,2013,29968,700,Vencido,0,0
P000004337,2024-07-12,2025-07-12,Cobertura total,Ford Focus,2019,38568,700,Vencido,1,1
P000004338,2020-01-20,2021-01-19,Cobertura amplia,Volkswagen Jetta,2015,21798,500,Vencido,0,0
P000004339,2022-12-05,2023-12-05,Cobertura amplia,Honda Civic,2012,33424,700,Vencido,1,0
P000004340,2021-12-17,2022-12-17,Cobertura de colisión,Toyota Corolla,2013,13646,600,Vencido,0,0
P000004341,2024-07-25,2025-07-25,Cobertura de robo,Hyundai Elantra,2017,20680,600,Al día,0,1
P000004342,2025-09-04,2026-09-04,Cobertura de colisión,Volkswagen Jetta,2018,22187,600,Vencido,0,0
P000004343,2021-03-12,2022-03-12,Cobertura de robo,Toyota Corolla,2012,25702,500,Al día,1,0
P000004344,2020-10-23,2021-10-23,Responsabilidad civil,Honda Civic,2017,35580,700,Vencido,0,1
P000004345,2025-08-22,2026-08-22,Cobertura de robo,Chevrolet Cruze,2021,29448,600,Vencido,1,0
P000004346,2023-04-20,2024-04-19,Cobertura de colisión,Honda Civic,2016,38032,500,Vencido,0,0
P000004347,2023-10-24,2024-10-23,Cobertura de colisión,Toyota Corolla,2014,10853,600,Al día,1,1
P000004348,2021-04-24,2022-04-24,Cobertura total,Ford Focus,2019,12977,700,Al día,0,0
P000004349,2025-10-03,2026-10-03,Responsabilidad civil,Toyota Corolla,2014,32694,500,Vencido,0,0
P000004350,2022-11-21,2023-11-21,Cobertura total,Toyota Corolla,2013,44173,600,Vencido,0,1
P000004351,2022-10-21,2023-10-21,Cobertura de colisión,Volkswagen Jetta,2015,22162,600,Vencido,1,0
P000004352,2024-12-18,2025-12-18,Cobertura amplia,Chevrolet Cruze,2018,20644,600,Al día,1,0
P000004353,2024-03-24,2025-03-24,Cobertura de colisión,Toyota Corolla,2014,36862,500,Vencido,0,0
P000004354,2025-06-03,2026-06-03,Cobertura de colisión,Ford Focus,2011,30134,600,Al día,1,0
P000004355,2022-09-23,2023-09-23,Cobertura amplia,Honda Civic,2011,47836,500,Vencido,0,1
P000004356,2023-10-23,2024-10-22,Cobertura total,Honda Civic,2018,43600,600,Vencido,0,1
P000004357,2025-02-22,2026-02-22,Cobertura de colisión,Subaru Impreza,2011,33976,600,Al día,1,1
P000004358,2025-03-02,2026-03-02,Cobertura amplia,Mazda 3,2017,47604,600,Al día,1,1
P000004359,2020-04-22,2021-04-22,Responsabilidad civil,Toyota Corolla,2022,41186,500,Vencido,1,0
P000004360,2025-05-28,2026-05-28,Responsabilidad civil,Honda Civic,2010,26665,500,Al día,0,0
P000004361,2021-04-21,2022-04-21,Cobertura de robo,Honda Civic,2013,30323,600,Vencido,0,0
P000004362,2022-11-22,2023-11-22,Cobertura de colisión,Toyota Corolla,2016,22927,600,Al día,1,0
P000004363,2020-10-03,2021-10-03,Cobertura de robo,Mazda 3,2020,49367,700,Al día,1,0
P000004364,2024-04-16,2025-04-16,Cobertura amplia,Honda Civic,2010,49502,700,Al día,1,1
P000004365,2022-06-21,2023-06-21,Cobertura total,Kia Forte,2017,23310,600,Al día,0,0
P000004366,2022-07-30,2023-07-30,Responsabilidad civil,Toyota Corolla,2013,28038,600,Vencido,1,0
P000004367,2023-07-17,2024-07-16,Cobertura de robo,Subaru Impreza,2013,21458,500,Vencido,0,1
P000004368,2024-08-16,2025-08-16,Cobertura de colisión,Ford Focus,2021,36553,700,Vencido,1,0
P000004369,2023-12-17,2024-12-16,Cobertura de colisión,Ford Focus,2017,13534,600,Vencido,1,0
P000004370,2025-10-16,2026-10-16,Cobertura amplia,Hyundai Elantra,2013,40379,600,Vencido,0,1
P000004371,2020-02-09,2021-02-08,Cobertura de robo,Chevrolet Cruze,2013,47272,600,Al día,1,0
P000004372,2022-12-14,2023-12-14,Cobertura de robo,Chevrolet Cruze,2019,25189,500,Al día,1,1
P000004373,2022-10-13,2023-10-13,Cobertura de robo,Hyundai Elantra,2019,17038,700,Al día,1,1
P000004374,2023-03-22,2024-03-21,Cobertura amplia,Nissan Sentra,2016,43738,700,Vencido,0,0
P000004375,2021-01-15,2022-01-15,Responsabilidad civil,Honda Civic,2022,19302,700,Vencido,0,0
P000004376,2024-06-22,2025-06-22,Cobertura total,Volkswagen Jetta,2021,44100,500,Vencido,0,0
P000004377,2023-11-01,2024-10-31,Cobertura de robo,Ford Focus,2016,34239,600,Al día,0,1
P000004378,2020-11-07,2021-11-07,Cobertura de colisión,Chevrolet Cruze,2022,49706,500,Vencido,1,1
P000004379,2022-01-01,2023-01-01,Cobertura amplia,Toyota Corolla,2019,24568,500,Al día,0,0
P000004380,2025-05-05,2026-05-05,Cobertura amplia,Kia Forte,2011,25184,600,Vencido,0,1
P000004381,2023-07-09,2024-07-08,Cobertura de robo,Toyota Corolla,2014,10702,700,Vencido,0,0
P000004382,2023-12-19,2024-12-18,Cobertura amplia,Ford Focus,2015,24589,700,Al día,0,0
P000004383,2022-06-14,2023-06-14,Cobertura amplia,Toyota Corolla,2011,12561,600,Al día,0,0
P000004384,2023-01-07,2024-01-07,Cobertura amplia,Honda Civic,2022,32188,700,Vencido,1,0
P000004385,2022-01-18,2023-01-18,Cobertura de colisión,Toyota Corolla,2015,33179,500,Al día,1,0
P000004386,2022-02-17,2023-02-17,Cobertura de robo,Ford Focus,2022,36169,600,Al día,1,1
P000004387,2025-08-05,2026-08-05,Cobertura total,Nissan Sentra,2020,31682,500,Al día,0,1
P000004388,2022-03-28,2023-03-28,Cobertura amplia,Ford Focus,2016,11029,700,Vencido,1,1
P000004389,2022-08-19,2023-08-19,Cobertura de colisión,Nissan Sentra,2010,11529,700,Al día,1,1
P000004390,2022-09-18,2023-09-18,Responsabilidad civil,Volkswagen Jetta,2020,26594,500,Al día,1,1
P000004391,2022-12-23,2023-12-23,Cobertura de colisión,Volkswagen Jetta,2015,33368,600,Al día,0,0
P000004392,2022-04-26,2023-04-26,Cobertura amplia,Mazda 3,2011,24899,700,Vencido,0,1
P000004393,2022-07-27,2023-07-27,Responsabilidad civil,Nissan Sentra,2019,18637,500,Vencido,0,0
P000004394,2022-04-10,2023-04-10,Cobertura de robo,Kia Forte,2011,23919,500,Vencido,0,1
P000004395,2022-10-19,2023-10-19,Cobertura de robo,Toyota Corolla,2022,21391,500,Vencido,1,1
P000004396,2023-12-29,2024-12-28,Cobertura total,Honda Civic,2010,19621,600,Vencido,0,1
P000004397,2021-09-30,2022-09-30,Cobertura de robo,Hyundai Elantra,2016,14336,700,Al día,1,0
P000004398,2021-03-12,2022-03-12,Cobertura amplia,Kia Forte,2014,29626,500,Vencido,0,1
P000004399,2021-05-06,2022-05-06,Cobertura de colisión,Mazda 3,2021,24353,700,Al día,1,0
P000004400,2020-11-17,2021-11-17,Cobertura de colisión,Chevrolet Cruze,2015,34571,700,Vencido,0,0
P000004401,2025-07-10,2026-07-10,Cobertura amplia,Toyota Corolla,2014,49820,500,Al día,1,1
P000004402,2020-01-28,2021-01-27,Cobertura total,Chevrolet Cruze,2015,14658,500,Al día,0,1
P000004403,2020-06-22,2021-06-22,Cobertura total,Chevrolet Cruze,2015,33456,700,Vencido,0,0
P000004404,2025-05-29,2026-05-29,Cobertura amplia,Ford Focus,2010,20582,700,Al día,0,0
P000004405,2024-02-29,2025-02-28,Responsabilidad civil,Ford Focus,2016,13758,700,Al día,1,1
P000004406,2023-07-15,2024-07-14,Cobertura de robo,Nissan Sentra,2013,23519,700,Vencido,0,1
P000004407,2025-07-09,2026-07-09,Responsabilidad civil,Ford Focus,2013,49857,700,Vencido,0,1
P000004408,2023-01-30,2024-01-30,Responsabilidad civil,Kia Forte,2019,48812,500,Al día,0,1
P000004409,2025-07-03,2026-07-03,Cobertura de robo,Volkswagen Jetta,2017,38058,500,Al día,1,1
P000004410,2022-01-19,2023-01-19,Cobertura amplia,Chevrolet Cruze,2012,24155,700,Vencido,1,0
P000004411,2025-09-24,2026-09-24,Cobertura de colisión,Ford Focus,2010,11955,600,Al día,1,0
P000004412,2023-02-21,2024-02-21,Cobertura total,Nissan Sentra,2016,10175,600,Al día,1,0
P000004413,2024-06-17,2025-06-17,Responsabilidad civil,Chevrolet Cruze,2014,25778,600,Al día,0,1
P000004414,2022-06-28,2023-06-28,Cobertura de colisión,Volkswagen Jetta,2020,19965,600,Al día,1,0
P000004415,2021-06-09,2022-06-09,Cobertura amplia,Subaru Impreza,2015,30291,500,Al día,1,1
P000004416,2020-08-09,2021-08-09,Responsabilidad civil,Toyota Corolla,2022,11769,600,Vencido,1,0
P000004417,2025-11-23,2026-11-23,Cobertura de robo,Chevrolet Cruze,2014,27576,600,Vencido,0,0
P000004418,2024-09-29,2025-09-29,Cobertura amplia,Volkswagen Jetta,2011,28404,700,Al día,0,1
P000004419,2025-05-13,2026-05-13,Responsabilidad civil,Honda Civic,2011,17189,500,Vencido,0,1
P000004420,2020-05-13,2021-05-13,Cobertura amplia,Honda Civic,2019,19844,700,Vencido,1,0
P000004421,2025-08-20,2026-08-20,Cobertura total,Toyota Corolla,2022,32024,700,Al día,0,0
P000004422,2023-11-23,2024-11-22,Cobertura de colisión,Nissan Sentra,2016,37563,600,Vencido,1,0
P000004423,2024-05-31,2025-05-31,Cobertura de robo,Hyundai Elantra,2014,26262,500,Al día,0,1
P000004424,2021-12-16,2022-12-16,Cobertura de robo,Chevrolet Cruze,2018,28261,500,Al día,0,1
P000004425,2025-02-15,2026-02-15,Cobertura amplia,Nissan Sentra,2016,23976,600,Vencido,0,1
P000004426,2021-05-08,2022-05-08,Cobertura amplia,Toyota Corolla,2015,49480,700,Vencido,1,0
P000004427,2025-10-23,2026-10-23,Cobertura amplia,Mazda 3,2019,14221,700,Vencido,1,1
P000004428,2025-02-27,2026-02-27,Cobertura de robo,Chevrolet Cruze,2015,31247,500,Al día,0,0
P000004429,2023-07-16,2024-07-15,Cobertura de colisión,Toyota Corolla,2014,44020,500,Al día,0,1
P000004430,2020-02-04,2021-02-03,Cobertura amplia,Toyota Corolla,2015,45015,700,Al día,0,0
P000004431,2020-02-18,2021-02-17,Cobertura de colisión,Toyota Corolla,2022,35357,600,Al día,1,0
P000004432,2022-05-13,2023-05-13,Responsabilidad civil,Ford Focus,2019,16322,500,Vencido,0,1
P000004433,2024-04-03,2025-04-03,Cobertura total,Ford Focus,2019,40049,600,Al día,0,0
P000004434,2021-02-16,2022-02-16,Cobertura amplia,Honda Civic,2018,26504,600,Al día,0,1
P000004435,2023-08-25,2024-08-24,Cobertura amplia,Kia Forte,2013,45701,500,Al día,1,1
P000004436,2024-01-21,2025-01-20,Cobertura de colisión,Toyota Corolla,2016,49223,700,Al día,0,0
P000004437,2022-11-29,2023-11-29,Responsabilidad civil,Hyundai Elantra,2013,49093,700,Vencido,1,1
P000004438,2022-02-05,2023-02-05,Cobertura de robo,Chevrolet Cruze,2011,48664,600,Vencido,1,0
P000004439,2022-12-12,2023-12-12,Cobertura total,Volkswagen Jetta,2022,38774,700,Al día,1,0
P000004440,2022-08-29,2023-08-29,Cobertura amplia,Volkswagen Jetta,2015,49892,500,Vencido,0,0
P000004441,2023-01-08,2024-01-08,Cobertura de robo,Hyundai Elantra,2019,44104,500,Al día,0,1
P000004442,2025-04-14,2026-04-14,Cobertura amplia,Volkswagen Jetta,2013,22655,700,Al día,0,1
P000004443,2023-11-06,2024-11-05,Cobertura de robo,Toyota Corolla,2018,34595,500,Vencido,0,0
P000004444,2024-02-07,2025-02-06,Cobertura amplia,Mazda 3,2019,32267,600,Al día,1,1
P000004445,2022-01-23,2023-01-23,Cobertura de robo,Hyundai Elantra,2012,27222,500,Al día,0,1
P000004446,2025-08-04,2026-08-04,Cobertura de robo,Chevrolet Cruze,2017,34606,500,Al día,0,1
P000004447,2024-10-02,2025-10-02,Cobertura total,Ford Focus,2013,45705,500,Al día,0,0
P000004448,2022-05-12,2023-05-12,Cobertura amplia,Toyota Corolla,2017,13351,700,Al día,0,1
P000004449,2024-09-12,2025-09-12,Cobertura total,Ford Focus,2010,45479,700,Vencido,1,1
P000004450,2024-03-04,2025-03-04,Cobertura de robo,Kia Forte,2015,18392,700,Vencido,0,1
P000004451,2024-02-04,2025-02-03,Responsabilidad civil,Toyota Corolla,2012,48940,700,Al día,0,0
P000004452,2024-06-28,2025-06-28,Cobertura amplia,Ford Focus,2022,19615,700,Al día,0,0
P000004453,2023-02-19,2024-02-19,Cobertura de robo,Ford Focus,2014,24356,600,Vencido,1,0
P000004454,2025-01-20,2026-01-20,Cobertura de robo,Chevrolet Cruze,2014,42266,700,Al día,1,1
P000004455,2022-01-06,2023-01-06,Responsabilidad civil,Toyota Corolla,2011,39805,600,Vencido,1,1
